sample_number,cores,matrix_size,time
1,2,100,6.526804ms
2,2,100,6.514603ms
3,2,100,6.530104ms
4,2,100,6.420104ms
5,2,100,6.238704ms
6,2,100,6.338804ms
7,2,100,6.368804ms
8,2,100,6.332903ms
9,2,100,6.465004ms
10,2,100,6.033604ms
11,2,100,7.639505ms
12,2,100,6.959904ms
13,2,100,6.562204ms
14,2,100,6.704304ms
15,2,100,6.285103ms
16,2,100,6.492504ms
17,2,100,6.321204ms
18,2,100,6.555104ms
19,2,100,6.409904ms
20,2,100,6.355704ms
21,2,100,6.456804ms
22,2,100,6.188804ms
23,2,100,6.232104ms
24,2,100,6.864504ms
25,2,100,6.366804ms
26,2,100,6.947704ms
27,2,100,6.285304ms
28,2,100,7.012704ms
29,2,100,6.245304ms
30,2,100,6.458703ms
31,2,100,6.518604ms
32,2,100,7.048804ms
33,2,100,7.402005ms
34,2,100,6.572904ms
35,2,100,6.944104ms
36,2,100,6.339104ms
37,2,100,6.335604ms
38,2,100,7.086105ms
39,2,100,6.581704ms
40,2,100,6.297504ms
41,2,100,6.478204ms
42,2,100,6.433503ms
43,2,100,6.246604ms
44,2,100,6.208004ms
45,2,100,6.250804ms
46,2,100,6.594404ms
47,2,100,7.406705ms
48,2,100,6.911004ms
49,2,100,6.278104ms
50,2,100,6.416904ms
