sample_number,cores,matrix_size,time
1,2,2000,36.333736094s
2,2,2000,36.389153315s
3,2,2000,35.744742325s
4,2,2000,36.008924554s
5,2,2000,35.414478424s
6,2,2000,36.726452168s
7,2,2000,35.058086827s
8,2,2000,35.932604346s
9,2,2000,35.400063463s
10,2,2000,35.960403782s
11,2,2000,34.810612183s
12,2,2000,36.007821241s
13,2,2000,35.395224941s
14,2,2000,36.400360435s
15,2,2000,36.737906681s
16,2,2000,35.11902683s
17,2,2000,36.243249091s
18,2,2000,35.977034595s
19,2,2000,36.296364825s
20,2,2000,35.251927656s
21,2,2000,36.571966924s
22,2,2000,34.81812039s
23,2,2000,35.814366235s
24,2,2000,34.818823666s
25,2,2000,36.082157674s
26,2,2000,35.142056384s
27,2,2000,36.167788305s
28,2,2000,34.911348972s
29,2,2000,37.135837579s
30,2,2000,36.838918746s
31,2,2000,36.823019594s
32,2,2000,36.517427631s
33,2,2000,34.794067357s
34,2,2000,36.351208119s
35,2,2000,34.537619584s
36,2,2000,36.542256201s
37,2,2000,34.984701735s
38,2,2000,36.445726952s
39,2,2000,37.020244548s
40,2,2000,35.642724921s
41,2,2000,37.191573567s
42,2,2000,35.170246385s
43,2,2000,36.443509722s
44,2,2000,35.507537229s
45,2,2000,36.144136422s
46,2,2000,38.284644084s
47,2,2000,38.533636132s
48,2,2000,35.799597338s
49,2,2000,36.685934118s
50,2,2000,36.887518434s
