sample_number,cores,matrix_size,time
1,1,100,4.231503ms
2,1,100,3.721202ms
3,1,100,3.609602ms
4,1,100,3.772203ms
5,1,100,3.765503ms
6,1,100,4.188603ms
7,1,100,4.267503ms
8,1,100,4.163003ms
9,1,100,3.933803ms
10,1,100,4.020503ms
11,1,100,4.077603ms
12,1,100,3.645203ms
13,1,100,3.816403ms
14,1,100,3.887403ms
15,1,100,4.012403ms
16,1,100,3.639103ms
17,1,100,3.967203ms
18,1,100,3.875903ms
19,1,100,3.874603ms
20,1,100,3.985703ms
21,1,100,3.718203ms
22,1,100,3.794203ms
23,1,100,4.731503ms
24,1,100,4.000403ms
25,1,100,4.059803ms
26,1,100,3.703503ms
27,1,100,3.812503ms
28,1,100,3.620703ms
29,1,100,3.790303ms
30,1,100,4.031703ms
31,1,100,4.022303ms
32,1,100,5.207704ms
33,1,100,3.631502ms
34,1,100,3.742603ms
35,1,100,3.958603ms
36,1,100,4.105103ms
37,1,100,3.831303ms
38,1,100,3.943303ms
39,1,100,3.814203ms
40,1,100,3.854403ms
41,1,100,4.091303ms
42,1,100,3.945903ms
43,1,100,3.914903ms
44,1,100,4.073003ms
45,1,100,3.881103ms
46,1,100,3.829503ms
47,1,100,3.693103ms
48,1,100,4.010504ms
49,1,100,3.655503ms
50,1,100,3.957503ms
51,1,100,4.123703ms
52,1,100,4.124003ms
53,1,100,3.818303ms
54,1,100,8.713706ms
55,1,100,3.582502ms
56,1,100,4.360703ms
57,1,100,3.590303ms
58,1,100,3.782602ms
59,1,100,3.522202ms
60,1,100,3.769703ms
61,1,100,3.713502ms
62,1,100,3.822103ms
63,1,100,3.832303ms
64,1,100,3.898203ms
65,1,100,3.807402ms
66,1,100,4.077103ms
67,1,100,3.911703ms
68,1,100,3.682003ms
69,1,100,3.875003ms
70,1,100,3.663502ms
71,1,100,3.726503ms
72,1,100,4.276903ms
73,1,100,3.879903ms
74,1,100,3.708503ms
75,1,100,3.804703ms
76,1,100,4.003103ms
77,1,100,3.842203ms
78,1,100,4.309203ms
79,1,100,3.848503ms
80,1,100,5.449904ms
81,1,100,5.711005ms
82,1,100,3.755503ms
83,1,100,4.091003ms
84,1,100,4.507003ms
85,1,100,3.986203ms
86,1,100,5.193804ms
87,1,100,3.880603ms
88,1,100,3.815603ms
89,1,100,4.124603ms
90,1,100,4.598504ms
91,1,100,4.540504ms
92,1,100,4.034003ms
93,1,100,3.911203ms
94,1,100,4.184203ms
95,1,100,4.036703ms
96,1,100,4.099803ms
97,1,100,3.847403ms
98,1,100,4.140703ms
99,1,100,4.020703ms
100,1,100,4.556104ms
