sample_number,cores,matrix_size,time
1,1,1000,6.592635281s
2,1,1000,6.344291218s
3,1,1000,6.408277643s
4,1,1000,6.515458894s
5,1,1000,6.615936139s
6,1,1000,6.243716605s
7,1,1000,6.252824598s
8,1,1000,6.590312785s
9,1,1000,6.359743837s
10,1,1000,6.526460922s
11,1,1000,6.696018609s
12,1,1000,6.420817836s
13,1,1000,6.598031126s
14,1,1000,6.174005569s
15,1,1000,6.379564077s
16,1,1000,6.414356985s
17,1,1000,6.527427138s
18,1,1000,6.430932872s
19,1,1000,6.674789099s
20,1,1000,6.515984998s
21,1,1000,6.582360524s
22,1,1000,6.458487644s
23,1,1000,6.373825786s
24,1,1000,6.622317214s
25,1,1000,6.652626221s
26,1,1000,6.380387658s
27,1,1000,6.602693772s
28,1,1000,6.59983166s
29,1,1000,6.67162999s
30,1,1000,6.475604072s
31,1,1000,6.331062782s
32,1,1000,6.377429099s
33,1,1000,6.59708131s
34,1,1000,6.612075509s
35,1,1000,6.608231297s
36,1,1000,6.6323559s
37,1,1000,6.224227571s
38,1,1000,6.73730344s
39,1,1000,6.629011172s
40,1,1000,6.305590189s
41,1,1000,6.567476422s
42,1,1000,6.50646618s
43,1,1000,6.191990505s
44,1,1000,6.584308806s
45,1,1000,6.263847928s
46,1,1000,6.453359421s
47,1,1000,6.509509942s
48,1,1000,6.19747647s
49,1,1000,6.34302774s
50,1,1000,6.610217473s
