sample_number,cores,matrix_size,time
1,2,4000,11m59.205206548s
2,2,4000,11m52.561533776s
3,2,4000,12m3.695431816s
4,2,4000,11m56.014070514s
5,2,4000,11m54.108928255s
6,2,4000,12m4.476339061s
7,2,4000,11m52.013589106s
8,2,4000,11m53.893159439s
9,2,4000,11m47.995120954s
10,2,4000,11m58.214096222s
11,2,4000,11m56.432147099s
12,2,4000,11m57.663769379s
13,2,4000,11m56.718361785s
14,2,4000,11m56.937029902s
15,2,4000,11m57.94065644s
16,2,4000,11m58.457036242s
17,2,4000,12m3.629679154s
18,2,4000,11m55.517718856s
19,2,4000,12m1.426142936s
20,2,4000,11m59.772310843s
21,2,4000,12m0.897288329s
22,2,4000,11m52.500938111s
23,2,4000,11m42.58249616s
24,2,4000,12m6.59588118s
25,2,4000,11m23.33423599s
26,2,4000,11m23.915832762s
27,2,4000,11m20.1545272s
28,2,4000,11m58.14848804s
29,2,4000,11m55.870059551s
30,2,4000,11m58.164616123s
31,2,4000,11m25.349507012s
32,2,4000,11m20.050973254s
33,2,4000,11m54.917494785s
34,2,4000,12m0.225953563s
35,2,4000,12m0.228366679s
36,2,4000,11m58.086591284s
37,2,4000,12m6.659157946s
38,2,4000,11m54.827914488s
39,2,4000,11m58.773764117s
40,2,4000,11m54.515527467s
41,2,4000,12m2.230362932s
42,2,4000,11m15.830890673s
43,2,4000,11m54.809899529s
44,2,4000,12m2.768322265s
45,2,4000,12m2.63138789s
46,2,4000,12m2.442232954s
47,2,4000,11m54.733287245s
48,2,4000,11m59.560415256s
49,2,4000,12m4.048192254s
50,2,4000,12m2.857911432s
