sample_number,cores,matrix_size,time
1,2,3000,2m25.130844919s
2,2,3000,2m24.632142635s
3,2,3000,2m23.127728474s
4,2,3000,2m23.183534526s
5,2,3000,2m23.225724466s
6,2,3000,2m24.906629318s
7,2,3000,2m27.328563136s
8,2,3000,2m23.308062041s
9,2,3000,2m25.571383686s
10,2,3000,2m29.28316562s
11,2,3000,2m25.554780388s
12,2,3000,2m26.245155962s
13,2,3000,2m26.005296776s
14,2,3000,2m25.990246967s
15,2,3000,2m28.732633186s
16,2,3000,2m25.690133546s
17,2,3000,2m26.868519935s
18,2,3000,2m26.569289146s
19,2,3000,2m39.0238844s
20,2,3000,2m25.756443454s
21,2,3000,2m26.21442738s
22,2,3000,2m25.638765711s
23,2,3000,2m27.442734665s
24,2,3000,2m25.19948078s
25,2,3000,2m27.134010562s
26,2,3000,2m23.38502344s
27,2,3000,2m24.295396434s
28,2,3000,2m34.386950238s
29,2,3000,2m26.729689177s
30,2,3000,2m23.048594261s
31,2,3000,2m23.441448791s
32,2,3000,2m24.089780116s
33,2,3000,2m23.762906469s
34,2,3000,2m36.353104864s
35,2,3000,2m23.39567331s
36,2,3000,2m23.881883742s
37,2,3000,2m22.9659358s
38,2,3000,2m22.964049677s
39,2,3000,2m21.527687386s
40,2,3000,2m23.531697532s
41,2,3000,2m22.415413009s
42,2,3000,2m24.954368954s
43,2,3000,2m24.8713624s
44,2,3000,2m27.569972205s
45,2,3000,2m23.960919164s
46,2,3000,2m22.86749032s
47,2,3000,2m22.204899281s
48,2,3000,2m23.995211139s
49,2,3000,2m22.423949018s
50,2,3000,2m22.400381095s
