sample_number,cores,matrix_size,time
1,4,1000,1.998797842s
2,4,1000,1.910900892s
3,4,1000,1.965278423s
4,4,1000,1.99512544s
5,4,1000,1.979978532s
6,4,1000,1.995662841s
7,4,1000,1.947388714s
8,4,1000,1.952131317s
9,4,1000,1.978129932s
10,4,1000,1.966695526s
11,4,1000,1.945268314s
12,4,1000,1.942173613s
13,4,1000,1.965998927s
14,4,1000,1.966595327s
15,4,1000,1.977804133s
16,4,1000,1.966912927s
17,4,1000,1.969019129s
18,4,1000,2.017157057s
19,4,1000,2.003857449s
20,4,1000,2.014775055s
21,4,1000,2.041997071s
22,4,1000,1.982528037s
23,4,1000,2.065531986s
24,4,1000,2.024823263s
25,4,1000,1.987717741s
26,4,1000,1.996570847s
27,4,1000,2.003832451s
28,4,1000,1.998651248s
29,4,1000,1.980759738s
30,4,1000,2.032498568s
31,4,1000,1.984890741s
32,4,1000,1.923667606s
33,4,1000,1.96540653s
34,4,1000,1.978019237s
35,4,1000,1.955811126s
36,4,1000,2.002794852s
37,4,1000,1.919324705s
38,4,1000,1.96377663s
39,4,1000,1.959932028s
40,4,1000,1.975689637s
41,4,1000,1.978535639s
42,4,1000,1.954882625s
43,4,1000,1.975308838s
44,4,1000,1.967001734s
45,4,1000,1.953945326s
46,4,1000,1.954120926s
47,4,1000,1.979759241s
48,4,1000,1.966715634s
49,4,1000,1.973514138s
50,4,1000,2.050009982s
51,4,1000,1.973983239s
52,4,1000,1.973188539s
53,4,1000,1.963015133s
54,4,1000,1.978725842s
55,4,1000,1.95804423s
56,4,1000,1.977157542s
57,4,1000,1.985849847s
58,4,1000,1.960014032s
59,4,1000,1.976056842s
60,4,1000,1.982841345s
61,4,1000,1.964973036s
62,4,1000,1.962495134s
63,4,1000,1.978743244s
64,4,1000,1.968692138s
65,4,1000,1.984781848s
66,4,1000,1.969206039s
67,4,1000,1.971926841s
68,4,1000,1.940139722s
69,4,1000,1.979749846s
70,4,1000,1.963364037s
71,4,1000,1.956076832s
72,4,1000,2.005485361s
73,4,1000,1.872643084s
74,4,1000,1.965464038s
75,4,1000,1.982980649s
76,4,1000,1.987782451s
77,4,1000,1.976202345s
78,4,1000,1.855614975s
79,4,1000,1.968938141s
80,4,1000,2.01931787s
81,4,1000,2.017277369s
82,4,1000,2.011506866s
83,4,1000,1.842088268s
84,4,1000,1.970266642s
85,4,1000,1.998980559s
86,4,1000,1.986720253s
87,4,1000,2.004272663s
88,4,1000,1.859322978s
89,4,1000,2.022715774s
90,4,1000,2.007221565s
91,4,1000,2.045488688s
92,4,1000,2.011231967s
93,4,1000,1.888842097s
94,4,1000,2.033057381s
95,4,1000,2.059051296s
96,4,1000,1.985923354s
97,4,1000,2.009383568s
98,4,1000,1.8929913s
99,4,1000,1.985072653s
100,4,1000,2.018071973s
