sample_number,cores,matrix_size,time
1,2,1000,3.682754231s
2,2,1000,3.85779992s
3,2,1000,3.772433673s
4,2,1000,3.831896701s
5,2,1000,3.91119754s
6,2,1000,3.80162958s
7,2,1000,3.873459715s
8,2,1000,3.931917143s
9,2,1000,3.945083847s
10,2,1000,3.99268237s
11,2,1000,3.913490425s
12,2,1000,3.904604518s
13,2,1000,3.868968598s
14,2,1000,3.745085631s
15,2,1000,3.891484705s
16,2,1000,3.838063875s
17,2,1000,3.902743206s
18,2,1000,3.889927797s
19,2,1000,3.727264811s
20,2,1000,3.82609716s
21,2,1000,3.880900985s
22,2,1000,3.891944789s
23,2,1000,3.86110267s
24,2,1000,3.835583256s
25,2,1000,3.935222504s
26,2,1000,3.907433888s
27,2,1000,3.91710699s
28,2,1000,3.9396803s
29,2,1000,3.861195557s
30,2,1000,3.902075576s
31,2,1000,3.840125943s
32,2,1000,3.659067849s
33,2,1000,3.880527359s
34,2,1000,3.823250928s
35,2,1000,3.845818937s
36,2,1000,3.903784864s
37,2,1000,3.70100556s
38,2,1000,3.989393704s
39,2,1000,3.895432354s
40,2,1000,3.982193696s
41,2,1000,3.802629204s
42,2,1000,3.707955555s
43,2,1000,3.884538541s
44,2,1000,3.896736445s
45,2,1000,3.811130601s
46,2,1000,3.900051243s
47,2,1000,3.894555438s
48,2,1000,3.885189532s
49,2,1000,3.829552902s
50,2,1000,3.88750633s
