sample_number,cores,matrix_size,time
1,2,3000,34.064640482s
2,2,3000,34.154081054s
3,2,3000,34.134394621s
4,2,3000,33.83770282s
5,2,3000,34.690827277s
6,2,3000,34.293498759s
7,2,3000,34.226523577s
8,2,3000,34.033844791s
9,2,3000,34.092747244s
10,2,3000,33.694235888s
11,2,3000,33.987317567s
12,2,3000,33.874904571s
13,2,3000,32.913777749s
14,2,3000,32.974366824s
15,2,3000,33.458276098s
16,2,3000,33.144932247s
17,2,3000,33.271752239s
18,2,3000,33.381269779s
19,2,3000,33.298595292s
20,2,3000,33.847855785s
21,2,3000,33.261307375s
22,2,3000,33.983259812s
23,2,3000,33.978962049s
24,2,3000,33.071245215s
25,2,3000,33.81219669s
26,2,3000,33.876876814s
27,2,3000,32.965512401s
28,2,3000,32.775402907s
29,2,3000,32.355060562s
30,2,3000,32.694200873s
31,2,3000,32.431280238s
32,2,3000,32.642400293s
33,2,3000,32.32571908s
34,2,3000,32.398407383s
35,2,3000,32.786807423s
36,2,3000,32.680931348s
37,2,3000,32.724622266s
38,2,3000,32.556381723s
39,2,3000,32.456922169s
40,2,3000,32.309119781s
41,2,3000,32.814999038s
42,2,3000,32.507341765s
43,2,3000,32.722130875s
44,2,3000,32.470026025s
45,2,3000,32.528722712s
46,2,3000,32.859642254s
47,2,3000,32.46869439s
48,2,3000,32.441885613s
49,2,3000,32.358782857s
50,2,3000,32.433875389s
