sample_number,cores,matrix_size,time
1,1,1000,2.186757316s
2,1,1000,2.087842639s
3,1,1000,2.095787292s
4,1,1000,2.108078208s
5,1,1000,2.114420038s
6,1,1000,2.043895145s
7,1,1000,2.089262768s
8,1,1000,2.065943094s
9,1,1000,2.091421223s
10,1,1000,2.087741877s
11,1,1000,2.107086404s
12,1,1000,2.037515799s
13,1,1000,2.098762119s
14,1,1000,1.990836465s
15,1,1000,2.096772114s
16,1,1000,2.096175424s
17,1,1000,2.089910148s
18,1,1000,2.185759066s
19,1,1000,2.063120818s
20,1,1000,2.095937418s
21,1,1000,2.07982869s
22,1,1000,2.072593493s
23,1,1000,2.120782078s
24,1,1000,2.082319175s
25,1,1000,2.058854751s
26,1,1000,2.136869013s
27,1,1000,1.989580988s
28,1,1000,2.119938584s
29,1,1000,2.066096385s
30,1,1000,2.051565745s
31,1,1000,2.101292949s
32,1,1000,2.113662268s
33,1,1000,2.115977847s
34,1,1000,2.16662317s
35,1,1000,2.128922695s
36,1,1000,2.106982099s
37,1,1000,2.056132315s
38,1,1000,2.072094788s
39,1,1000,2.114653762s
40,1,1000,2.116487691s
41,1,1000,2.100557001s
42,1,1000,2.033800054s
43,1,1000,2.08569488s
44,1,1000,2.051647828s
45,1,1000,2.104208465s
46,1,1000,2.137186053s
47,1,1000,2.09733833s
48,1,1000,2.077469964s
49,1,1000,2.067155082s
50,1,1000,2.086154792s
