sample_number,cores,matrix_size,time
1,1,5000,4m3.137403091s
2,1,5000,4m2.018641575s
3,1,5000,4m3.03896059s
4,1,5000,4m1.520830137s
5,1,5000,4m3.047380764s
6,1,5000,4m2.269564657s
7,1,5000,4m2.991357199s
8,1,5000,4m2.158161663s
9,1,5000,4m3.887322288s
10,1,5000,4m2.204412018s
11,1,5000,4m2.156426147s
12,1,5000,4m0.563263402s
13,1,5000,4m2.816185566s
14,1,5000,4m1.425356398s
15,1,5000,4m2.662229904s
16,1,5000,4m1.419189002s
17,1,5000,4m2.592396953s
18,1,5000,4m2.156065818s
19,1,5000,4m2.937162512s
20,1,5000,4m2.217064453s
21,1,5000,4m2.348467449s
22,1,5000,4m2.240937732s
23,1,5000,4m2.233000644s
24,1,5000,4m2.441322198s
25,1,5000,4m1.968732552s
26,1,5000,4m2.157164399s
27,1,5000,4m0.612178856s
28,1,5000,4m1.35470925s
29,1,5000,4m2.062558549s
30,1,5000,4m1.417208834s
31,1,5000,4m2.60161296s
32,1,5000,4m1.519011257s
33,1,5000,4m2.159973836s
34,1,5000,4m2.17935794s
35,1,5000,4m1.492337207s
36,1,5000,4m2.416751028s
37,1,5000,4m2.782517558s
38,1,5000,4m1.554078582s
39,1,5000,4m2.946452147s
40,1,5000,4m1.444086472s
41,1,5000,4m1.844263576s
42,1,5000,4m2.330605335s
43,1,5000,4m3.321193243s
44,1,5000,4m2.031499211s
45,1,5000,4m2.763459572s
46,1,5000,4m1.531940156s
47,1,5000,4m3.932689996s
48,1,5000,4m2.251865174s
49,1,5000,4m2.211382376s
50,1,5000,4m2.161359119s
