sample_number,cores,matrix_size,time
1,2,2000,10.916728065s
2,2,2000,10.691982668s
3,2,2000,10.560747063s
4,2,2000,10.612984656s
5,2,2000,10.839578823s
6,2,2000,10.544263881s
7,2,2000,10.732719744s
8,2,2000,10.745802181s
9,2,2000,10.946736245s
10,2,2000,10.762067554s
11,2,2000,10.683336455s
12,2,2000,10.47837258s
13,2,2000,10.758062926s
14,2,2000,10.470516778s
15,2,2000,10.801177368s
16,2,2000,10.423078293s
17,2,2000,10.775976064s
18,2,2000,10.772600344s
19,2,2000,10.915042429s
20,2,2000,10.582358097s
21,2,2000,10.877710134s
22,2,2000,10.665977557s
23,2,2000,10.814311752s
24,2,2000,10.452902582s
25,2,2000,10.374168971s
26,2,2000,10.35559621s
27,2,2000,10.581915659s
28,2,2000,10.517481712s
29,2,2000,10.597552848s
30,2,2000,10.522299159s
31,2,2000,10.418095607s
32,2,2000,10.720337195s
33,2,2000,10.74061938s
34,2,2000,10.686232559s
35,2,2000,10.638954738s
36,2,2000,10.509970619s
37,2,2000,10.50273366s
38,2,2000,10.435440349s
39,2,2000,10.603512338s
40,2,2000,10.616737518s
41,2,2000,10.47238679s
42,2,2000,10.470130373s
43,2,2000,10.71234146s
44,2,2000,10.603985431s
45,2,2000,10.600454032s
46,2,2000,10.527918627s
47,2,2000,10.684000666s
48,2,2000,10.448490356s
49,2,2000,10.448341008s
50,2,2000,10.438135391s
