sample_number,cores,matrix_size,time
1,4,1000,950.327162ms
2,4,1000,967.415431ms
3,4,1000,951.289757ms
4,4,1000,947.113094ms
5,4,1000,947.147478ms
6,4,1000,965.8485ms
7,4,1000,951.08444ms
8,4,1000,1.181330709s
9,4,1000,1.078552161s
10,4,1000,1.003686228s
11,4,1000,1.032360141s
12,4,1000,979.500321ms
13,4,1000,982.743907ms
14,4,1000,969.668944ms
15,4,1000,975.453804ms
16,4,1000,975.304789ms
17,4,1000,960.399487ms
18,4,1000,975.501026ms
19,4,1000,973.978272ms
20,4,1000,968.665146ms
21,4,1000,990.015991ms
22,4,1000,967.986836ms
23,4,1000,1.045198158s
24,4,1000,994.503948ms
25,4,1000,974.456917ms
26,4,1000,988.819682ms
27,4,1000,1.012508048s
28,4,1000,1.021266922s
29,4,1000,961.823869ms
30,4,1000,955.384661ms
31,4,1000,960.652631ms
32,4,1000,998.775045ms
33,4,1000,977.707039ms
34,4,1000,967.286867ms
35,4,1000,990.687494ms
36,4,1000,973.861407ms
37,4,1000,1.069580326s
38,4,1000,987.372993ms
39,4,1000,953.826827ms
40,4,1000,999.967977ms
41,4,1000,1.111443927s
42,4,1000,988.199207ms
43,4,1000,1.037994971s
44,4,1000,1.135475028s
45,4,1000,1.218883634s
46,4,1000,1.146853686s
47,4,1000,1.04785847s
48,4,1000,1.104015455s
49,4,1000,1.166557512s
50,4,1000,1.076590269s
