sample_number,cores,matrix_size,time
1,1,4000,2m5.136355322s
2,1,4000,2m4.893254407s
3,1,4000,2m4.776539399s
4,1,4000,2m4.011587056s
5,1,4000,2m5.083216386s
6,1,4000,2m4.55594779s
7,1,4000,2m4.893208838s
8,1,4000,2m4.094107662s
9,1,4000,2m4.872995699s
10,1,4000,2m4.555184642s
11,1,4000,2m4.899225971s
12,1,4000,2m4.888536242s
13,1,4000,2m4.90869989s
14,1,4000,2m4.964627778s
15,1,4000,2m5.113580042s
16,1,4000,2m4.977739807s
17,1,4000,2m4.858040971s
18,1,4000,2m4.088674558s
19,1,4000,2m4.872236249s
20,1,4000,2m4.886416505s
21,1,4000,2m4.844435768s
22,1,4000,2m4.947268347s
23,1,4000,2m4.942714707s
24,1,4000,2m4.852597389s
25,1,4000,2m4.837408807s
26,1,4000,2m4.829381836s
27,1,4000,2m4.872718475s
28,1,4000,2m4.932510118s
29,1,4000,2m4.93185537s
30,1,4000,2m4.972506644s
31,1,4000,2m4.642307616s
32,1,4000,2m4.917222718s
33,1,4000,2m4.517458054s
34,1,4000,2m4.153057376s
35,1,4000,2m4.601626327s
36,1,4000,2m5.012925272s
37,1,4000,2m3.741403661s
38,1,4000,2m5.055576335s
39,1,4000,2m4.968086702s
40,1,4000,2m4.805640678s
41,1,4000,2m4.926867918s
42,1,4000,2m4.847874807s
43,1,4000,2m4.874193367s
44,1,4000,2m4.985715409s
45,1,4000,2m4.942260927s
46,1,4000,2m4.843502466s
47,1,4000,2m5.07194553s
48,1,4000,2m4.917642758s
49,1,4000,2m4.93118709s
50,1,4000,2m4.540576848s
