sample_number,cores,matrix_size,time
1,1,100,3.147806ms
2,1,100,3.536806ms
3,1,100,3.550606ms
4,1,100,3.772106ms
5,1,100,3.323406ms
6,1,100,8.842115ms
7,1,100,3.406006ms
8,1,100,3.376606ms
9,1,100,3.589506ms
10,1,100,4.064607ms
11,1,100,3.732907ms
12,1,100,3.856406ms
13,1,100,3.948507ms
14,1,100,3.445806ms
15,1,100,3.529406ms
16,1,100,3.717706ms
17,1,100,3.538606ms
18,1,100,3.762306ms
19,1,100,3.712906ms
20,1,100,3.514906ms
21,1,100,3.592607ms
22,1,100,3.379806ms
23,1,100,3.546206ms
24,1,100,3.661507ms
25,1,100,3.604106ms
26,1,100,3.752307ms
27,1,100,3.535807ms
28,1,100,3.467306ms
29,1,100,3.598007ms
30,1,100,3.578606ms
31,1,100,3.522407ms
32,1,100,3.590006ms
33,1,100,3.771107ms
34,1,100,3.628306ms
35,1,100,3.687006ms
36,1,100,3.471606ms
37,1,100,3.580407ms
38,1,100,3.703707ms
39,1,100,3.545007ms
40,1,100,3.530306ms
41,1,100,3.575006ms
42,1,100,3.465106ms
43,1,100,3.622606ms
44,1,100,3.482206ms
45,1,100,3.414106ms
46,1,100,3.535406ms
47,1,100,3.250706ms
48,1,100,3.827807ms
49,1,100,3.495006ms
50,1,100,3.446006ms
