sample_number,cores,matrix_size,time
1,2,5000,3m46.623798861s
2,2,5000,3m46.705387036s
3,2,5000,3m46.51344951s
4,2,5000,3m48.470189365s
5,2,5000,3m48.208502924s
6,2,5000,3m47.756672253s
7,2,5000,3m46.833494475s
8,2,5000,3m46.953409877s
9,2,5000,3m47.094265789s
10,2,5000,3m46.194777421s
11,2,5000,3m47.09037223s
12,2,5000,3m50.663301665s
13,2,5000,3m48.809960127s
14,2,5000,3m48.270290999s
15,2,5000,3m46.958033144s
16,2,5000,3m47.000765789s
17,2,5000,3m46.990244528s
18,2,5000,3m46.746813908s
19,2,5000,3m48.624336019s
20,2,5000,3m50.216479411s
21,2,5000,3m47.139453599s
22,2,5000,3m47.294388348s
23,2,5000,3m46.694392671s
24,2,5000,3m46.664724301s
25,2,5000,3m47.11785822s
26,2,5000,3m47.544804707s
27,2,5000,3m49.206083659s
28,2,5000,3m47.016043838s
29,2,5000,3m46.791914454s
30,2,5000,3m47.489564691s
31,2,5000,3m47.202886867s
32,2,5000,3m49.277337439s
33,2,5000,3m49.11406006s
34,2,5000,3m49.845795508s
35,2,5000,3m49.847570388s
36,2,5000,3m48.183617709s
37,2,5000,3m49.564526436s
38,2,5000,3m48.550809254s
39,2,5000,3m48.172681771s
40,2,5000,3m48.918348311s
41,2,5000,3m49.835355399s
42,2,5000,3m49.441884201s
43,2,5000,3m52.330147839s
44,2,5000,3m51.021614668s
45,2,5000,3m49.346605193s
46,2,5000,3m49.026985456s
47,2,5000,3m51.990098756s
48,2,5000,3m55.879509249s
49,2,5000,3m51.543213646s
50,2,5000,3m54.244549446s
