sample_number,cores,matrix_size,time
1,2,2000,15.644887965s
2,2,2000,15.685292888s
3,2,2000,15.95557696s
4,2,2000,15.816681889s
5,2,2000,15.689834033s
6,2,2000,15.673268098s
7,2,2000,15.93419516s
8,2,2000,15.706000197s
9,2,2000,15.793828776s
10,2,2000,15.612295264s
11,2,2000,15.788527157s
12,2,2000,15.609275913s
13,2,2000,15.621538598s
14,2,2000,15.756723131s
15,2,2000,15.841200972s
16,2,2000,15.686405544s
17,2,2000,15.643345468s
18,2,2000,15.770976855s
19,2,2000,15.689883054s
20,2,2000,15.689815427s
21,2,2000,15.762676483s
22,2,2000,16.015887634s
23,2,2000,15.750382869s
24,2,2000,15.748311387s
25,2,2000,15.816546s
26,2,2000,15.904670507s
27,2,2000,16.110468324s
28,2,2000,16.044645802s
29,2,2000,16.002255364s
30,2,2000,15.898206299s
31,2,2000,15.785533314s
32,2,2000,15.682204513s
33,2,2000,15.838583568s
34,2,2000,15.709488238s
35,2,2000,16.115050357s
36,2,2000,15.737466232s
37,2,2000,15.708465698s
38,2,2000,15.775216189s
39,2,2000,15.701791221s
40,2,2000,15.883584044s
41,2,2000,16.008983643s
42,2,2000,15.749358376s
43,2,2000,15.591604936s
44,2,2000,15.644855578s
45,2,2000,15.555336348s
46,2,2000,15.734522737s
47,2,2000,15.740256542s
48,2,2000,15.843302088s
49,2,2000,15.733620924s
50,2,2000,15.600801736s
