sample_number,cores,matrix_size,time
1,1,4000,2m55.158335561s
2,1,4000,2m52.6492059s
3,1,4000,2m52.272528087s
4,1,4000,2m53.680701424s
5,1,4000,2m54.148355626s
6,1,4000,2m54.920056209s
7,1,4000,2m55.866889583s
8,1,4000,2m54.947809043s
9,1,4000,2m54.482835504s
10,1,4000,2m54.004158983s
11,1,4000,2m52.891479968s
12,1,4000,2m52.955228119s
13,1,4000,2m53.329148134s
14,1,4000,2m53.509955343s
15,1,4000,2m52.609345884s
16,1,4000,2m53.097695737s
17,1,4000,2m54.168575488s
18,1,4000,2m53.484934023s
19,1,4000,2m53.940006063s
20,1,4000,2m55.72673297s
21,1,4000,2m56.013130822s
22,1,4000,2m56.068911856s
23,1,4000,2m57.449123981s
24,1,4000,2m53.446016703s
25,1,4000,2m54.580080451s
26,1,4000,2m53.119288208s
27,1,4000,2m54.250988s
28,1,4000,2m54.006342549s
29,1,4000,2m53.12552873s
30,1,4000,2m52.954750713s
31,1,4000,2m55.691651041s
32,1,4000,2m54.179494061s
33,1,4000,2m53.114648774s
34,1,4000,2m53.964652297s
35,1,4000,2m52.874822153s
36,1,4000,2m53.280488448s
37,1,4000,2m52.671899486s
38,1,4000,2m52.922698552s
39,1,4000,2m54.079120966s
40,1,4000,2m55.537036675s
41,1,4000,2m56.642878293s
42,1,4000,2m54.108602284s
43,1,4000,2m54.560430412s
44,1,4000,2m53.476646027s
45,1,4000,2m56.207520479s
46,1,4000,2m53.655073199s
47,1,4000,2m53.797575942s
48,1,4000,2m53.87065922s
49,1,4000,2m55.245287584s
50,1,4000,2m53.843359451s
