sample_number,cores,matrix_size,time
1,2,3000,54.214483386s
2,2,3000,54.849218075s
3,2,3000,54.562120566s
4,2,3000,54.436734499s
5,2,3000,54.386493423s
6,2,3000,54.363714248s
7,2,3000,54.102839028s
8,2,3000,53.755574609s
9,2,3000,54.453369327s
10,2,3000,53.750419732s
11,2,3000,53.726020505s
12,2,3000,54.273426573s
13,2,3000,54.07487531s
14,2,3000,54.234532588s
15,2,3000,54.139301202s
16,2,3000,53.957225313s
17,2,3000,53.695653027s
18,2,3000,53.986700607s
19,2,3000,54.193996812s
20,2,3000,53.66777997s
21,2,3000,53.784739554s
22,2,3000,53.487948057s
23,2,3000,53.627852697s
24,2,3000,53.4434105s
25,2,3000,53.596136645s
26,2,3000,53.376839009s
27,2,3000,53.428991148s
28,2,3000,53.578659564s
29,2,3000,53.219293433s
30,2,3000,53.612951246s
31,2,3000,53.665310115s
32,2,3000,53.417899454s
33,2,3000,53.529203853s
34,2,3000,53.3577114s
35,2,3000,53.687222104s
36,2,3000,54.038912648s
37,2,3000,53.786100721s
38,2,3000,53.086747593s
39,2,3000,53.657182764s
40,2,3000,53.437033381s
41,2,3000,53.708478173s
42,2,3000,53.722585913s
43,2,3000,53.554269283s
44,2,3000,53.597019226s
45,2,3000,53.526915785s
46,2,3000,54.100647021s
47,2,3000,53.572951361s
48,2,3000,53.732149204s
49,2,3000,53.349178099s
50,2,3000,53.505170632s
