sample_number,cores,matrix_size,time
1,1,2000,21.47583429s
2,1,2000,21.429909504s
3,1,2000,21.489361277s
4,1,2000,21.387967942s
5,1,2000,21.399133174s
6,1,2000,21.619190695s
7,1,2000,21.387436627s
8,1,2000,21.490974414s
9,1,2000,21.420427682s
10,1,2000,21.299787299s
11,1,2000,21.810266132s
12,1,2000,21.454066864s
13,1,2000,21.388760481s
14,1,2000,21.771249965s
15,1,2000,21.425147648s
16,1,2000,21.35924189s
17,1,2000,21.380576847s
18,1,2000,21.313115004s
19,1,2000,21.191702004s
20,1,2000,21.430584045s
21,1,2000,21.611986417s
22,1,2000,21.348175765s
23,1,2000,21.292203869s
24,1,2000,21.231413274s
25,1,2000,21.531066306s
26,1,2000,21.237702247s
27,1,2000,21.296916707s
28,1,2000,21.522518164s
29,1,2000,21.347443859s
30,1,2000,21.353451569s
31,1,2000,21.369580095s
32,1,2000,21.209674125s
33,1,2000,21.35856441s
34,1,2000,21.486895473s
35,1,2000,21.454467757s
36,1,2000,21.670643824s
37,1,2000,21.631554706s
38,1,2000,21.615683918s
39,1,2000,21.557262485s
40,1,2000,21.326362165s
41,1,2000,21.45751405s
42,1,2000,21.772048739s
43,1,2000,21.438310314s
44,1,2000,21.299412208s
45,1,2000,21.322362983s
46,1,2000,21.654556897s
47,1,2000,21.451281427s
48,1,2000,21.402353429s
49,1,2000,21.426320012s
50,1,2000,21.283983216s
