sample_number,cores,matrix_size,time
1,1,3000,55.806838861s
2,1,3000,55.786095501s
3,1,3000,55.773177521s
4,1,3000,55.795131978s
5,1,3000,55.745288241s
6,1,3000,55.901990591s
7,1,3000,55.806161887s
8,1,3000,55.888258043s
9,1,3000,55.848329192s
10,1,3000,55.806497729s
11,1,3000,55.804470875s
12,1,3000,55.810695358s
13,1,3000,55.784640977s
14,1,3000,55.798436027s
15,1,3000,55.794950624s
16,1,3000,55.818994055s
17,1,3000,55.779382261s
18,1,3000,55.775839015s
19,1,3000,55.741637346s
20,1,3000,55.764136329s
21,1,3000,55.904896506s
22,1,3000,55.789121395s
23,1,3000,55.800833025s
24,1,3000,55.869329844s
25,1,3000,56.041252109s
26,1,3000,55.90392528s
27,1,3000,55.919429916s
28,1,3000,55.878243545s
29,1,3000,55.921461217s
30,1,3000,55.899346177s
31,1,3000,55.921910467s
32,1,3000,55.916925758s
33,1,3000,56.02821484s
34,1,3000,55.672327506s
35,1,3000,55.913925964s
36,1,3000,55.911974457s
37,1,3000,55.921543043s
38,1,3000,55.92638977s
39,1,3000,55.914272262s
40,1,3000,55.919942567s
41,1,3000,56.03595473s
42,1,3000,55.919567537s
43,1,3000,55.957694538s
44,1,3000,56.027436805s
45,1,3000,55.926285288s
46,1,3000,55.868614113s
47,1,3000,56.018956004s
48,1,3000,55.910348154s
49,1,3000,56.045679481s
50,1,3000,55.870919456s
