sample_number,cores,matrix_size,time
1,4,4000,34.995309225s
2,4,4000,34.746566056s
3,4,4000,34.817110745s
4,4,4000,34.846560301s
5,4,4000,34.96207703s
6,4,4000,34.781359457s
7,4,4000,34.698835073s
8,4,4000,34.912994266s
9,4,4000,34.740204086s
10,4,4000,34.843247763s
11,4,4000,34.81105251s
12,4,4000,34.687820941s
13,4,4000,34.870053555s
14,4,4000,34.694249529s
15,4,4000,34.774987318s
16,4,4000,34.750275343s
17,4,4000,34.663034829s
18,4,4000,34.875199784s
19,4,4000,34.736132461s
20,4,4000,34.729846011s
21,4,4000,34.788694125s
22,4,4000,34.694997366s
23,4,4000,34.805540039s
24,4,4000,34.681020679s
25,4,4000,34.964783279s
26,4,4000,34.804693193s
27,4,4000,34.698675267s
28,4,4000,34.844772325s
29,4,4000,34.69272404s
30,4,4000,34.996636364s
31,4,4000,34.758371907s
32,4,4000,34.718857423s
33,4,4000,34.80846972s
34,4,4000,34.691416799s
35,4,4000,34.798415192s
36,4,4000,34.756409722s
37,4,4000,34.803987939s
38,4,4000,34.845295968s
39,4,4000,34.754395768s
40,4,4000,34.818573176s
41,4,4000,34.85426867s
42,4,4000,34.85657132s
43,4,4000,34.957521656s
44,4,4000,34.685302413s
45,4,4000,34.780013605s
46,4,4000,34.77635673s
47,4,4000,34.72325064s
48,4,4000,34.757638899s
49,4,4000,34.841321069s
50,4,4000,34.772568706s
