sample_number,cores,matrix_size,time
1,4,2000,4.394889958s
2,4,2000,4.303002231s
3,4,2000,4.315122s
4,4,2000,4.303251032s
5,4,2000,4.306860575s
6,4,2000,4.313140081s
7,4,2000,4.32630111s
8,4,2000,4.310205713s
9,4,2000,4.326913203s
10,4,2000,4.308729205s
11,4,2000,4.311757318s
12,4,2000,4.314978888s
13,4,2000,4.306854547s
14,4,2000,4.335755755s
15,4,2000,4.302117266s
16,4,2000,4.317250971s
17,4,2000,4.312080985s
18,4,2000,4.303997486s
19,4,2000,4.317003415s
20,4,2000,4.302551172s
21,4,2000,4.302079777s
22,4,2000,4.302733982s
23,4,2000,4.330728612s
24,4,2000,4.318868651s
25,4,2000,4.31215823s
26,4,2000,4.30296935s
27,4,2000,4.323001529s
28,4,2000,4.318426362s
29,4,2000,4.325367627s
30,4,2000,4.309909069s
31,4,2000,4.306121602s
32,4,2000,4.317248318s
33,4,2000,4.301378052s
34,4,2000,4.32119787s
35,4,2000,4.303104907s
36,4,2000,4.311843797s
37,4,2000,4.303142437s
38,4,2000,4.30923179s
39,4,2000,4.315196793s
40,4,2000,4.319218226s
41,4,2000,4.302862113s
42,4,2000,4.312461415s
43,4,2000,4.310611064s
44,4,2000,4.29816364s
45,4,2000,4.314373704s
46,4,2000,4.304532253s
47,4,2000,4.29268881s
48,4,2000,4.308283543s
49,4,2000,4.300262814s
50,4,2000,4.296755859s
