sample_number,cores,matrix_size,time
1,2,3000,27.462109654s
2,2,3000,27.424845764s
3,2,3000,27.394869975s
4,2,3000,27.400880387s
5,2,3000,27.435240794s
6,2,3000,27.40948165s
7,2,3000,27.425635137s
8,2,3000,27.427474382s
9,2,3000,27.421885925s
10,2,3000,27.454645314s
11,2,3000,27.398214108s
12,2,3000,55.315310249s
13,2,3000,27.391755728s
14,2,3000,27.41033553s
15,2,3000,27.416112848s
16,2,3000,55.289586244s
17,2,3000,55.279620516s
18,2,3000,27.392942817s
19,2,3000,27.409670925s
20,2,3000,55.288785251s
21,2,3000,55.45005983s
22,2,3000,27.397323754s
23,2,3000,27.434963112s
24,2,3000,55.338777912s
25,2,3000,27.390540813s
26,2,3000,27.421412157s
27,2,3000,55.403303738s
28,2,3000,55.400719612s
29,2,3000,27.381971261s
30,2,3000,27.403828384s
31,2,3000,27.40189455s
32,2,3000,27.383894609s
33,2,3000,55.447480189s
34,2,3000,55.379905939s
35,2,3000,27.408620467s
36,2,3000,27.398958294s
37,2,3000,55.404819757s
38,2,3000,27.425133384s
39,2,3000,27.423829462s
40,2,3000,55.261132837s
41,2,3000,55.4638616s
42,2,3000,27.401831155s
43,2,3000,27.415222853s
44,2,3000,27.441873966s
45,2,3000,27.412711111s
46,2,3000,27.438835094s
47,2,3000,27.424465435s
48,2,3000,27.405827075s
49,2,3000,27.391175293s
50,2,3000,27.394939173s
