sample_number,cores,matrix_size,time
1,2,5000,2m7.526704567s
2,2,5000,2m7.534460593s
3,2,5000,2m7.495852924s
4,2,5000,2m7.448904293s
5,2,5000,2m7.401733792s
6,2,5000,2m7.471344622s
7,2,5000,2m7.469169453s
8,2,5000,2m7.494157737s
9,2,5000,2m7.508825075s
10,2,5000,2m7.490329127s
11,2,5000,2m7.253953905s
12,2,5000,2m7.577891853s
13,2,5000,2m7.522075216s
14,2,5000,2m7.477909158s
15,2,5000,2m7.514869118s
16,2,5000,2m7.505462692s
17,2,5000,2m7.586212827s
18,2,5000,2m7.514118122s
19,2,5000,2m7.597631319s
20,2,5000,2m7.389430444s
21,2,5000,2m7.607164843s
22,2,5000,2m7.462587763s
23,2,5000,2m7.390606131s
24,2,5000,2m7.47362449s
25,2,5000,2m7.434781694s
26,2,5000,2m7.487979366s
27,2,5000,2m7.46696855s
28,2,5000,2m7.554339218s
29,2,5000,2m7.477631292s
30,2,5000,2m7.440945507s
31,2,5000,2m7.462465199s
32,2,5000,2m7.552567592s
33,2,5000,2m7.615568006s
34,2,5000,2m7.475390842s
35,2,5000,2m7.454801867s
36,2,5000,2m7.518915967s
37,2,5000,2m7.539211386s
38,2,5000,2m7.557287923s
39,2,5000,2m7.480406506s
40,2,5000,2m7.329981438s
41,2,5000,2m7.521101013s
42,2,5000,2m7.555301795s
43,2,5000,2m7.532525225s
44,2,5000,2m7.543622671s
45,2,5000,2m7.505335014s
46,2,5000,2m7.580892489s
47,2,5000,2m7.5444033s
48,2,5000,2m7.50914333s
49,2,5000,2m7.462900143s
50,2,5000,2m7.542907393s
