sample_number,cores,matrix_size,time
1,1,1000,2.196697645s
2,1,1000,2.171110995s
3,1,1000,2.163933508s
4,1,1000,2.168975491s
5,1,1000,2.149604495s
6,1,1000,2.131524775s
7,1,1000,2.119070918s
8,1,1000,2.157581528s
9,1,1000,2.190349203s
10,1,1000,2.198115216s
11,1,1000,2.172490823s
12,1,1000,2.192410487s
13,1,1000,2.189183874s
14,1,1000,2.213726685s
15,1,1000,2.195721138s
16,1,1000,2.181525418s
17,1,1000,2.187656465s
18,1,1000,2.169034414s
19,1,1000,2.170282091s
20,1,1000,2.193162469s
21,1,1000,2.187886047s
22,1,1000,2.1503131s
23,1,1000,2.137268531s
24,1,1000,2.149529961s
25,1,1000,2.129854353s
26,1,1000,2.13211642s
27,1,1000,2.121926993s
28,1,1000,2.134301406s
29,1,1000,2.154502522s
30,1,1000,2.150980111s
31,1,1000,2.169052105s
32,1,1000,2.14044233s
33,1,1000,2.137942737s
34,1,1000,2.126640325s
35,1,1000,2.127033884s
36,1,1000,2.150247285s
37,1,1000,2.155826308s
38,1,1000,2.152063944s
39,1,1000,2.131386387s
40,1,1000,2.117925414s
41,1,1000,2.143610344s
42,1,1000,2.144183809s
43,1,1000,2.134509959s
44,1,1000,2.148845719s
45,1,1000,2.163442351s
46,1,1000,2.139215042s
47,1,1000,2.141668926s
48,1,1000,2.140012261s
49,1,1000,2.157480172s
50,1,1000,2.193180259s
