sample_number,cores,matrix_size,time
1,4,4000,6.57257
2,4,4000,6.29709
3,4,4000,6.34199
4,4,4000,6.40449
5,4,4000,6.33483
6,4,4000,6.29849
7,4,4000,6.2653
8,4,4000,6.28484
9,4,4000,6.46105
10,4,4000,6.29794
11,4,4000,6.24902
12,4,4000,6.32335
13,4,4000,6.29247
14,4,4000,6.27202
15,4,4000,6.28825
16,4,4000,6.26316
17,4,4000,6.27078
18,4,4000,6.28951
19,4,4000,6.35105
20,4,4000,6.28833
21,4,4000,6.31644
22,4,4000,6.31433
23,4,4000,6.27533
24,4,4000,6.27881
25,4,4000,6.29272
26,4,4000,6.28991
27,4,4000,6.23846
28,4,4000,6.4008
29,4,4000,6.31094
30,4,4000,6.31614
31,4,4000,6.35937
32,4,4000,6.36066
33,4,4000,6.31603
34,4,4000,6.58621
35,4,4000,6.31513
36,4,4000,6.25142
37,4,4000,6.27042
38,4,4000,6.25954
39,4,4000,6.47635
40,4,4000,6.33563
41,4,4000,6.27273
42,4,4000,6.26033
43,4,4000,6.38416
44,4,4000,6.26564
45,4,4000,6.29024
46,4,4000,6.32914
47,4,4000,6.31352
48,4,4000,6.74843
49,4,4000,6.61631
50,4,4000,6.27823
