sample_number,cores,matrix_size,time
1,1,100,0.000974
2,1,100,0.0009895
3,1,100,0.0010372
4,1,100,0.0011595
5,1,100,0.0009919
6,1,100,0.0010454
7,1,100,0.0010204
8,1,100,0.0011651
9,1,100,0.000983401
10,1,100,0.0010544
11,1,100,0.0010146
12,1,100,0.0013573
13,1,100,0.0012122
14,1,100,0.0010958
15,1,100,0.0011701
16,1,100,0.000949
17,1,100,0.0011037
18,1,100,0.0010343
19,1,100,0.0010565
20,1,100,0.0011128
21,1,100,0.001208
22,1,100,0.0010213
23,1,100,0.0011642
24,1,100,0.0010128
25,1,100,0.0012847
26,1,100,0.0010625
27,1,100,0.0009491
28,1,100,0.000976
29,1,100,0.0013114
30,1,100,0.0013292
31,1,100,0.0010266
32,1,100,0.0011479
33,1,100,0.001061
34,1,100,0.0010383
35,1,100,0.0009961
36,1,100,0.0010081
37,1,100,0.0011851
38,1,100,0.0020263
39,1,100,0.0012395
40,1,100,0.0010162
41,1,100,0.001246
42,1,100,0.0010501
43,1,100,0.0011877
44,1,100,0.0010882
45,1,100,0.0010492
46,1,100,0.000978
47,1,100,0.0009508
48,1,100,0.0010186
49,1,100,0.0010467
50,1,100,0.0010546
