sample_number,cores,matrix_size,time
1,4,5000,188.164
2,4,5000,185.422
3,4,5000,183.698
4,4,5000,183.578
5,4,5000,183.809
6,4,5000,183.847
7,4,5000,183.478
8,4,5000,183.507
9,4,5000,183.231
10,4,5000,184.353
11,4,5000,222.966
12,4,5000,185.251
13,4,5000,183.16
14,4,5000,185.286
15,4,5000,190.214
16,4,5000,186.133
17,4,5000,184.092
18,4,5000,183.314
19,4,5000,222.561
20,4,5000,184.261
21,4,5000,184.378
22,4,5000,184.288
23,4,5000,182.706
24,4,5000,184.562
25,4,5000,183.109
26,4,5000,184.137
27,4,5000,182.984
28,4,5000,183.508
29,4,5000,184.028
30,4,5000,184.465
31,4,5000,189.711
32,4,5000,185.809
33,4,5000,184.062
34,4,5000,184.167
35,4,5000,183.721
36,4,5000,184.971
37,4,5000,189.576
38,4,5000,185.381
39,4,5000,184.483
40,4,5000,183.207
41,4,5000,184.362
42,4,5000,183.832
43,4,5000,183.713
44,4,5000,183.012
45,4,5000,183.849
46,4,5000,184.155
47,4,5000,183.453
48,4,5000,223.38
49,4,5000,184.461
50,4,5000,184.211
