sample_number,cores,matrix_size,time
1,2,1000,0.720805
2,2,1000,0.705749
3,2,1000,0.735893
4,2,1000,0.74149
5,2,1000,0.719644
6,2,1000,0.723038
7,2,1000,0.743493
8,2,1000,0.726921
9,2,1000,0.730417
10,2,1000,0.708533
11,2,1000,0.735864
12,2,1000,0.713305
13,2,1000,0.716751
14,2,1000,0.715514
15,2,1000,0.702246
16,2,1000,0.710433
17,2,1000,0.707112
18,2,1000,0.710047
19,2,1000,0.722678
20,2,1000,0.725674
21,2,1000,0.705011
22,2,1000,0.701877
23,2,1000,0.724582
24,2,1000,0.713554
25,2,1000,0.721902
26,2,1000,0.733044
27,2,1000,0.711046
28,2,1000,0.708717
29,2,1000,0.721111
30,2,1000,0.71306
31,2,1000,0.704026
32,2,1000,0.731027
33,2,1000,0.7412
34,2,1000,0.730327
35,2,1000,0.713878
36,2,1000,0.708913
37,2,1000,0.70448
38,2,1000,0.702386
39,2,1000,0.718249
40,2,1000,0.710523
41,2,1000,0.708422
42,2,1000,0.71335
43,2,1000,0.710999
44,2,1000,0.728786
45,2,1000,0.721626
46,2,1000,0.719507
47,2,1000,0.739045
48,2,1000,0.704202
49,2,1000,0.718117
50,2,1000,0.703988
