sample_number,cores,matrix_size,time
1,1,1000,1.3927
2,1,1000,1.35631
3,1,1000,1.4228
4,1,1000,1.36792
5,1,1000,1.39335
6,1,1000,1.42411
7,1,1000,1.37693
8,1,1000,1.40075
9,1,1000,1.41425
10,1,1000,1.40862
11,1,1000,1.45691
12,1,1000,1.37767
13,1,1000,1.34154
14,1,1000,1.3962
15,1,1000,1.40207
16,1,1000,1.3995
17,1,1000,1.38119
18,1,1000,1.36001
19,1,1000,1.3743
20,1,1000,1.39404
21,1,1000,1.27482
22,1,1000,1.38831
23,1,1000,1.39357
24,1,1000,1.39648
25,1,1000,1.39516
26,1,1000,1.43841
27,1,1000,1.36974
28,1,1000,1.30662
29,1,1000,1.3682
30,1,1000,1.39509
31,1,1000,1.38741
32,1,1000,1.38859
33,1,1000,1.42662
34,1,1000,1.3942
35,1,1000,1.33798
36,1,1000,1.43552
37,1,1000,1.3878
38,1,1000,1.39368
39,1,1000,1.39233
40,1,1000,1.42072
41,1,1000,1.36681
42,1,1000,1.36974
43,1,1000,1.35127
44,1,1000,1.39801
45,1,1000,1.40417
46,1,1000,1.37355
47,1,1000,1.4005
48,1,1000,1.41177
49,1,1000,1.36026
50,1,1000,1.35775
