sample_number,cores,matrix_size,time
1,1,3000,79.8449
2,1,3000,110.454
3,1,3000,70.4746
4,1,3000,110.565
5,1,3000,78.7714
6,1,3000,105.262
7,1,3000,75.0367
8,1,3000,109.077
9,1,3000,74.3224
10,1,3000,109.194
11,1,3000,71.7766
12,1,3000,111.988
13,1,3000,77.0249
14,1,3000,110.505
15,1,3000,116.417
16,1,3000,105.872
17,1,3000,75.4432
18,1,3000,112.562
19,1,3000,117.486
20,1,3000,75.8187
21,1,3000,109.422
22,1,3000,74.347
23,1,3000,110.121
24,1,3000,76.5958
25,1,3000,110.537
26,1,3000,116.916
27,1,3000,80.6282
28,1,3000,107.069
29,1,3000,120.486
30,1,3000,79.5816
31,1,3000,105.283
32,1,3000,79.1887
33,1,3000,107.377
34,1,3000,120.267
35,1,3000,74.953
36,1,3000,107.271
37,1,3000,76.0419
38,1,3000,109.076
39,1,3000,80.1775
40,1,3000,103.622
41,1,3000,83.74
42,1,3000,100.995
43,1,3000,119.475
44,1,3000,78.0379
45,1,3000,109.336
46,1,3000,118.176
47,1,3000,76.1502
48,1,3000,111.032
49,1,3000,76.6172
50,1,3000,118.401
