sample_number,cores,matrix_size,time
1,1,2000,19.0949
2,1,2000,20.8467
3,1,2000,20.694
4,1,2000,20.9635
5,1,2000,20.5558
6,1,2000,19.7652
7,1,2000,20.3209
8,1,2000,20.6654
9,1,2000,19.6483
10,1,2000,20.4562
11,1,2000,19.9693
12,1,2000,20.9596
13,1,2000,20.4232
14,1,2000,21.9611
15,1,2000,19.6541
16,1,2000,20.1172
17,1,2000,19.6765
18,1,2000,20.4249
19,1,2000,20.1354
20,1,2000,21.365
21,1,2000,20.1213
22,1,2000,20.3847
23,1,2000,20.087
24,1,2000,20.6859
25,1,2000,20.5112
26,1,2000,20.1124
27,1,2000,19.2445
28,1,2000,20.5171
29,1,2000,20.916
30,1,2000,20.233
31,1,2000,21.129
32,1,2000,20.1672
33,1,2000,19.5962
34,1,2000,20.3096
35,1,2000,20.5597
36,1,2000,20.2775
37,1,2000,19.6621
38,1,2000,20.4582
39,1,2000,20.24
40,1,2000,20.7993
41,1,2000,20.6684
42,1,2000,21.3713
43,1,2000,20.2324
44,1,2000,20.1441
45,1,2000,19.9049
46,1,2000,19.8356
47,1,2000,20.2193
48,1,2000,21.4761
49,1,2000,20.4183
50,1,2000,20.2072
