sample_number,cores,matrix_size,time
1,1,3000,52.544201811s
2,1,3000,52.601475875s
3,1,3000,54.433015182s
4,1,3000,54.014181121s
5,1,3000,54.078581985s
6,1,3000,53.351394485s
7,1,3000,53.391020489s
8,1,3000,52.994057325s
9,1,3000,53.036086945s
10,1,3000,54.255510033s
11,1,3000,53.856556212s
12,1,3000,53.762238682s
13,1,3000,52.479376114s
14,1,3000,52.782760656s
15,1,3000,52.917208851s
16,1,3000,53.835676985s
17,1,3000,54.948901323s
18,1,3000,55.584011682s
19,1,3000,54.717488429s
20,1,3000,55.393843764s
21,1,3000,54.71937992s
22,1,3000,54.803831206s
23,1,3000,53.383460634s
24,1,3000,53.597975776s
25,1,3000,54.074809477s
26,1,3000,54.050825642s
27,1,3000,55.257120719s
28,1,3000,53.098962942s
29,1,3000,53.291681003s
30,1,3000,55.904205894s
31,1,3000,55.708089591s
32,1,3000,55.55620293s
33,1,3000,55.855329651s
34,1,3000,55.968867333s
35,1,3000,54.43661012s
36,1,3000,54.740054687s
37,1,3000,54.197978484s
38,1,3000,53.857333946s
39,1,3000,54.403499859s
40,1,3000,54.945467308s
41,1,3000,54.814840708s
42,1,3000,55.397424514s
43,1,3000,55.259653416s
44,1,3000,54.472252952s
45,1,3000,54.307190072s
46,1,3000,53.967957926s
47,1,3000,53.984654504s
48,1,3000,53.863833184s
49,1,3000,55.103938601s
50,1,3000,54.63666732s
