sample_number,cores,matrix_size,time
1,1,2000,15.733922313s
2,1,2000,15.799776712s
3,1,2000,16.117482253s
4,1,2000,16.509976838s
5,1,2000,16.287721704s
6,1,2000,16.150797765s
7,1,2000,15.707731843s
8,1,2000,16.068245038s
9,1,2000,16.178215399s
10,1,2000,16.222871698s
11,1,2000,16.060395327s
12,1,2000,16.06009682s
13,1,2000,15.81104314s
14,1,2000,15.800726186s
15,1,2000,16.084433764s
16,1,2000,15.570677925s
17,1,2000,16.143359577s
18,1,2000,15.678674323s
19,1,2000,15.679209355s
20,1,2000,15.430026154s
21,1,2000,15.746252877s
22,1,2000,15.609294526s
23,1,2000,16.036767755s
24,1,2000,15.724087135s
25,1,2000,16.001773481s
26,1,2000,15.984151315s
27,1,2000,16.056743707s
28,1,2000,16.09079702s
29,1,2000,15.412421483s
30,1,2000,15.914974029s
31,1,2000,15.799702341s
32,1,2000,15.986194621s
33,1,2000,15.860520952s
34,1,2000,15.88490108s
35,1,2000,15.938771177s
36,1,2000,15.741385372s
37,1,2000,15.902364473s
38,1,2000,15.92235742s
39,1,2000,16.255512522s
40,1,2000,16.265421586s
41,1,2000,16.087210387s
42,1,2000,15.668427884s
43,1,2000,15.633587632s
44,1,2000,15.620241314s
45,1,2000,15.413767183s
46,1,2000,15.594645744s
47,1,2000,15.731515205s
48,1,2000,16.066954996s
49,1,2000,15.749637162s
50,1,2000,15.626435085s
