sample_number,cores,matrix_size,time
1,2,1000,1.57679541s
2,2,1000,1.613871371s
3,2,1000,1.644597749s
4,2,1000,1.571532344s
5,2,1000,1.598728034s
6,2,1000,1.570089726s
7,2,1000,1.565447488s
8,2,1000,1.55560566s
9,2,1000,1.581878798s
10,2,1000,1.564390643s
11,2,1000,1.563912851s
12,2,1000,1.557695321s
13,2,1000,1.565262322s
14,2,1000,1.548947546s
15,2,1000,1.545488301s
16,2,1000,1.566594049s
17,2,1000,1.584449417s
18,2,1000,1.568543588s
19,2,1000,1.585073986s
20,2,1000,1.55414127s
21,2,1000,1.56365058s
22,2,1000,1.589421618s
23,2,1000,1.640282776s
24,2,1000,1.566739286s
25,2,1000,1.545618392s
26,2,1000,1.515956668s
27,2,1000,1.553417697s
28,2,1000,1.529187228s
29,2,1000,1.508539429s
30,2,1000,1.543455357s
31,2,1000,1.564138787s
32,2,1000,1.566444259s
33,2,1000,1.598855027s
34,2,1000,1.603971339s
35,2,1000,1.578081099s
36,2,1000,1.590814171s
37,2,1000,1.608627263s
38,2,1000,1.594024098s
39,2,1000,1.476451107s
40,2,1000,1.475311658s
41,2,1000,1.526654312s
42,2,1000,1.622422563s
43,2,1000,1.572571425s
44,2,1000,1.537704422s
45,2,1000,1.502999502s
46,2,1000,1.576510832s
47,2,1000,1.587751523s
48,2,1000,1.540496044s
49,2,1000,1.578536606s
50,2,1000,1.597283726s
