sample_number,cores,matrix_size,time
1,4,3000,19.738256356s
2,4,3000,19.746336561s
3,4,3000,19.929849583s
4,4,3000,19.727151217s
5,4,3000,19.731326791s
6,4,3000,19.935197936s
7,4,3000,19.735440596s
8,4,3000,19.930159081s
9,4,3000,19.73092241s
10,4,3000,19.753645862s
11,4,3000,19.718971805s
12,4,3000,19.751118047s
13,4,3000,19.933664932s
14,4,3000,19.796578383s
15,4,3000,19.983670046s
16,4,3000,19.811380529s
17,4,3000,19.750478508s
18,4,3000,19.73642211s
19,4,3000,19.740894894s
20,4,3000,19.938092437s
21,4,3000,19.721627455s
22,4,3000,20.50681372s
23,4,3000,19.765208041s
24,4,3000,19.739595507s
25,4,3000,19.941377082s
26,4,3000,19.976163071s
27,4,3000,19.72315563s
28,4,3000,19.928174007s
29,4,3000,19.749470407s
30,4,3000,20.018794904s
31,4,3000,19.744319705s
32,4,3000,19.737689984s
33,4,3000,19.9297881s
34,4,3000,19.823605974s
35,4,3000,19.924869237s
36,4,3000,19.718756134s
37,4,3000,19.739115352s
38,4,3000,19.931745917s
39,4,3000,19.735255872s
40,4,3000,19.754783664s
41,4,3000,19.727909621s
42,4,3000,19.801729652s
43,4,3000,19.998582424s
44,4,3000,19.730253287s
45,4,3000,19.753047785s
46,4,3000,19.793174902s
47,4,3000,19.723097734s
48,4,3000,19.73654043s
49,4,3000,19.742659565s
50,4,3000,19.730649663s
