sample_number,cores,matrix_size,time
1,1,1000,0.46815
2,1,1000,0.464536
3,1,1000,0.463793
4,1,1000,0.469844
5,1,1000,0.46932
6,1,1000,0.452778
7,1,1000,0.453491
8,1,1000,0.46234
9,1,1000,0.45734
10,1,1000,0.47509
11,1,1000,0.464615
12,1,1000,0.47283
13,1,1000,0.467637
14,1,1000,0.474941
15,1,1000,0.453244
16,1,1000,0.464549
17,1,1000,0.464599
18,1,1000,0.464496
19,1,1000,0.470339
20,1,1000,0.478794
21,1,1000,0.476915
22,1,1000,0.465461
23,1,1000,0.465645
24,1,1000,0.464872
25,1,1000,0.467612
26,1,1000,0.474974
27,1,1000,0.464614
28,1,1000,0.473057
29,1,1000,0.473406
30,1,1000,0.46416
31,1,1000,0.464629
32,1,1000,0.468136
33,1,1000,0.474763
34,1,1000,0.463051
35,1,1000,0.47641
36,1,1000,0.470997
37,1,1000,0.465132
38,1,1000,0.465372
39,1,1000,0.468702
40,1,1000,0.464984
41,1,1000,0.470817
42,1,1000,0.463784
43,1,1000,0.467785
44,1,1000,0.473261
45,1,1000,0.466398
46,1,1000,0.467541
47,1,1000,0.468627
48,1,1000,0.466021
49,1,1000,0.459196
50,1,1000,0.466299
