sample_number,cores,matrix_size,time
1,1,5000,74.2875
2,1,5000,75.2484
3,1,5000,74.552
4,1,5000,75.0043
5,1,5000,74.6212
6,1,5000,75.2698
7,1,5000,74.4879
8,1,5000,75.3361
9,1,5000,75.8612
10,1,5000,75.5785
11,1,5000,75.6826
12,1,5000,75.4128
13,1,5000,75.631
14,1,5000,75.5659
15,1,5000,75.6149
16,1,5000,76.4817
17,1,5000,76.6107
18,1,5000,76.5511
19,1,5000,76.426
20,1,5000,76.2785
21,1,5000,75.6496
22,1,5000,75.8838
23,1,5000,75.0109
24,1,5000,75.4513
25,1,5000,75.1328
26,1,5000,75.8186
27,1,5000,75.4261
28,1,5000,75.3318
29,1,5000,75.0999
30,1,5000,74.8477
31,1,5000,75.4851
32,1,5000,75.5258
33,1,5000,75.2866
34,1,5000,76.2485
35,1,5000,74.7693
36,1,5000,75.4023
37,1,5000,75.1093
38,1,5000,75.3073
39,1,5000,75.0397
40,1,5000,75.2849
41,1,5000,75.2613
42,1,5000,75.6822
43,1,5000,75.3535
44,1,5000,75.6731
45,1,5000,74.9991
46,1,5000,75.4854
47,1,5000,75.6976
48,1,5000,75.5939
49,1,5000,75.4567
50,1,5000,75.3218
