sample_number,cores,matrix_size,time
1,2,4000,18.9557
2,2,4000,19.4126
3,2,4000,19.2245
4,2,4000,19.149
5,2,4000,18.8231
6,2,4000,19.0787
7,2,4000,19.2646
8,2,4000,18.9214
9,2,4000,18.9617
10,2,4000,19.1975
11,2,4000,18.8424
12,2,4000,19.0359
13,2,4000,19.1541
14,2,4000,18.9604
15,2,4000,19.2142
16,2,4000,19.1846
17,2,4000,19.2577
18,2,4000,19.188
19,2,4000,19.0587
20,2,4000,19.0771
21,2,4000,19.0594
22,2,4000,19.3463
23,2,4000,19.2055
24,2,4000,19.2305
25,2,4000,18.9962
26,2,4000,19.1688
27,2,4000,18.9669
28,2,4000,19.2236
29,2,4000,18.9042
30,2,4000,19.0943
31,2,4000,19.307
32,2,4000,19.0697
33,2,4000,19.2816
34,2,4000,19.2485
35,2,4000,19.1347
36,2,4000,18.7431
37,2,4000,19.2046
38,2,4000,19.3325
39,2,4000,19.366
40,2,4000,19.2186
41,2,4000,19.1248
42,2,4000,19.0436
43,2,4000,19.2984
44,2,4000,19.1052
45,2,4000,18.9338
46,2,4000,19.2266
47,2,4000,18.9888
48,2,4000,19.1808
49,2,4000,18.9999
50,2,4000,19.0645
