sample_number,cores,matrix_size,time
1,1,2000,3.76669
2,1,2000,3.76515
3,1,2000,3.76006
4,1,2000,3.79286
5,1,2000,3.76917
6,1,2000,3.80453
7,1,2000,3.78678
8,1,2000,3.79261
9,1,2000,3.80271
10,1,2000,3.72703
11,1,2000,3.78304
12,1,2000,3.73875
13,1,2000,3.81676
14,1,2000,3.75401
15,1,2000,3.79047
16,1,2000,3.76172
17,1,2000,3.73776
18,1,2000,3.79019
19,1,2000,3.8406
20,1,2000,3.761
21,1,2000,3.79558
22,1,2000,3.79383
23,1,2000,3.81127
24,1,2000,3.73641
25,1,2000,3.75426
26,1,2000,3.82049
27,1,2000,3.82904
28,1,2000,3.75477
29,1,2000,3.75789
30,1,2000,3.75009
31,1,2000,3.78703
32,1,2000,3.78036
33,1,2000,3.80136
34,1,2000,3.77631
35,1,2000,3.84539
36,1,2000,3.7572
37,1,2000,3.75374
38,1,2000,3.78457
39,1,2000,3.7693
40,1,2000,3.80079
41,1,2000,3.772
42,1,2000,3.75817
43,1,2000,3.76094
44,1,2000,3.75488
45,1,2000,3.76133
46,1,2000,3.73184
47,1,2000,3.7491
48,1,2000,3.74245
49,1,2000,3.73723
50,1,2000,3.76956
