sample_number,cores,matrix_size,time
1,2,5000,40.0739
2,2,5000,39.691
3,2,5000,40.0417
4,2,5000,39.626
5,2,5000,39.9786
6,2,5000,39.2595
7,2,5000,39.0479
8,2,5000,39.4698
9,2,5000,40.0307
10,2,5000,39.9303
11,2,5000,39.9947
12,2,5000,39.2984
13,2,5000,39.2875
14,2,5000,39.4777
15,2,5000,39.8004
16,2,5000,39.6088
17,2,5000,40.3598
18,2,5000,39.5076
19,2,5000,39.8749
20,2,5000,40.0357
21,2,5000,40.2375
22,2,5000,39.409
23,2,5000,39.3935
24,2,5000,39.5472
25,2,5000,39.988
26,2,5000,39.5176
27,2,5000,39.4651
28,2,5000,39.8075
29,2,5000,40.1826
30,2,5000,39.7898
31,2,5000,39.7176
32,2,5000,39.5899
33,2,5000,39.8178
34,2,5000,39.0388
35,2,5000,39.089
36,2,5000,39.4176
37,2,5000,39.5306
38,2,5000,40.0931
39,2,5000,39.5893
40,2,5000,39.5496
41,2,5000,39.8389
42,2,5000,39.7279
43,2,5000,39.465
44,2,5000,39.6754
45,2,5000,39.7821
46,2,5000,39.4551
47,2,5000,40.0235
48,2,5000,39.5861
49,2,5000,39.9985
50,2,5000,39.4977
