sample_number,cores,matrix_size,time
1,4,4000,10.004
2,4,4000,9.93467
3,4,4000,10.0175
4,4,4000,10.0126
5,4,4000,10.053
6,4,4000,10.0197
7,4,4000,9.99917
8,4,4000,9.99943
9,4,4000,9.9497
10,4,4000,9.97334
11,4,4000,10.0331
12,4,4000,9.9524
13,4,4000,9.95843
14,4,4000,9.92769
15,4,4000,9.97625
16,4,4000,10.0452
17,4,4000,9.99244
18,4,4000,9.98573
19,4,4000,10.0017
20,4,4000,9.99632
21,4,4000,9.98066
22,4,4000,9.9713
23,4,4000,10.0643
24,4,4000,9.93922
25,4,4000,10.057
26,4,4000,9.91446
27,4,4000,10.0749
28,4,4000,9.95527
29,4,4000,10.0543
30,4,4000,9.99837
31,4,4000,9.95102
32,4,4000,10.0023
33,4,4000,10.0946
34,4,4000,10.0334
35,4,4000,9.97537
36,4,4000,9.99732
37,4,4000,9.97148
38,4,4000,9.88692
39,4,4000,10.0375
40,4,4000,9.99027
41,4,4000,9.95855
42,4,4000,9.97054
43,4,4000,9.92459
44,4,4000,9.9649
45,4,4000,9.98202
46,4,4000,9.94883
47,4,4000,9.87435
48,4,4000,9.91979
49,4,4000,9.91975
50,4,4000,9.96496
