sample_number,cores,matrix_size,time
1,2,1000,0.246179
2,2,1000,0.239738
3,2,1000,0.24059
4,2,1000,0.250142
5,2,1000,0.245328
6,2,1000,0.240309
7,2,1000,0.241319
8,2,1000,0.244294
9,2,1000,0.243394
10,2,1000,0.240721
11,2,1000,0.250158
12,2,1000,0.246339
13,2,1000,0.243261
14,2,1000,0.246542
15,2,1000,0.248756
16,2,1000,0.246987
17,2,1000,0.237088
18,2,1000,0.240443
19,2,1000,0.235391
20,2,1000,0.24994
21,2,1000,0.246728
22,2,1000,0.244958
23,2,1000,0.241813
24,2,1000,0.239283
25,2,1000,0.24713
26,2,1000,0.248589
27,2,1000,0.245514
28,2,1000,0.239477
29,2,1000,0.248869
30,2,1000,0.248715
31,2,1000,0.25044
32,2,1000,0.251452
33,2,1000,0.235376
34,2,1000,0.238234
35,2,1000,0.247483
36,2,1000,0.238822
37,2,1000,0.245033
38,2,1000,0.246949
39,2,1000,0.244804
40,2,1000,0.245145
41,2,1000,0.245011
42,2,1000,0.242521
43,2,1000,0.239228
44,2,1000,0.24055
45,2,1000,0.240665
46,2,1000,0.244053
47,2,1000,0.245533
48,2,1000,0.251795
49,2,1000,0.247544
50,2,1000,0.253994
