sample_number,cores,matrix_size,time
1,1,1000,1.917422375s
2,1,1000,1.922702857s
3,1,1000,1.91585451s
4,1,1000,1.914716225s
5,1,1000,1.915455435s
6,1,1000,1.915586093s
7,1,1000,1.915446712s
8,1,1000,1.915622226s
9,1,1000,1.915557041s
10,1,1000,1.916004494s
11,1,1000,1.914787938s
12,1,1000,1.915343963s
13,1,1000,1.915041388s
14,1,1000,1.915156733s
15,1,1000,1.916309955s
16,1,1000,1.916012865s
17,1,1000,1.915866207s
18,1,1000,1.915283729s
19,1,1000,1.916073863s
20,1,1000,1.915177515s
21,1,1000,1.915521831s
22,1,1000,1.914688171s
23,1,1000,1.915759105s
24,1,1000,1.914980792s
25,1,1000,1.915725481s
26,1,1000,1.915195255s
27,1,1000,1.915279869s
28,1,1000,1.915392083s
29,1,1000,1.915170671s
30,1,1000,1.915793916s
31,1,1000,1.915203996s
32,1,1000,1.915016343s
33,1,1000,1.915365273s
34,1,1000,1.9159516s
35,1,1000,1.91617152s
36,1,1000,1.914772976s
37,1,1000,1.915711876s
38,1,1000,1.91476171s
39,1,1000,1.914809956s
40,1,1000,1.915479559s
41,1,1000,1.915208669s
42,1,1000,1.915374283s
43,1,1000,1.91585417s
44,1,1000,1.915653485s
45,1,1000,1.91562064s
46,1,1000,1.914962915s
47,1,1000,1.915435659s
48,1,1000,1.915481352s
49,1,1000,1.915292395s
50,1,1000,1.915778813s
