sample_number,cores,matrix_size,time
1,1,4000,2m2.28226871s
2,1,4000,2m2.270377272s
3,1,4000,2m2.281621018s
4,1,4000,2m2.274367714s
5,1,4000,2m2.365698089s
6,1,4000,2m2.257231815s
7,1,4000,2m2.27485156s
8,1,4000,2m2.235807915s
9,1,4000,2m2.337217837s
10,1,4000,2m2.261634559s
11,1,4000,2m2.264105065s
12,1,4000,2m2.326452323s
13,1,4000,2m2.372715764s
14,1,4000,2m2.280085659s
15,1,4000,2m2.329509694s
16,1,4000,2m2.811703056s
17,1,4000,2m2.487007636s
18,1,4000,2m2.364047281s
19,1,4000,2m2.275118158s
20,1,4000,2m2.261802944s
21,1,4000,2m2.421989906s
22,1,4000,2m2.278531533s
23,1,4000,2m2.282437638s
24,1,4000,2m2.398995106s
25,1,4000,2m2.272921254s
26,1,4000,2m2.269680055s
27,1,4000,2m2.284237656s
28,1,4000,2m2.272631063s
29,1,4000,2m2.275963081s
30,1,4000,2m2.262434667s
31,1,4000,2m2.266683777s
32,1,4000,2m2.438800871s
33,1,4000,2m2.254608864s
34,1,4000,2m2.378125714s
35,1,4000,2m2.261691395s
36,1,4000,2m2.385111619s
37,1,4000,2m2.282549463s
38,1,4000,2m2.398894782s
39,1,4000,2m2.37268319s
40,1,4000,2m2.275238328s
41,1,4000,2m2.307952565s
42,1,4000,2m2.281364162s
43,1,4000,2m2.404977109s
44,1,4000,2m2.432187445s
45,1,4000,2m2.288902427s
46,1,4000,2m2.375515754s
47,1,4000,2m2.27441088s
48,1,4000,2m2.266464664s
49,1,4000,2m2.380159577s
50,1,4000,2m2.281416783s
