sample_number,cores,matrix_size,time
1,1,2000,15.297186125s
2,1,2000,15.320326715s
3,1,2000,15.292473523s
4,1,2000,15.292782748s
5,1,2000,15.290124063s
6,1,2000,15.294047171s
7,1,2000,15.289905665s
8,1,2000,15.294610184s
9,1,2000,15.292288681s
10,1,2000,15.31644994s
11,1,2000,15.325606012s
12,1,2000,15.2915918s
13,1,2000,15.301984976s
14,1,2000,15.292902448s
15,1,2000,15.291273657s
16,1,2000,15.289977134s
17,1,2000,15.292363256s
18,1,2000,15.289488456s
19,1,2000,15.292651399s
20,1,2000,15.289591772s
21,1,2000,15.315713668s
22,1,2000,15.294111618s
23,1,2000,15.292352329s
24,1,2000,15.290502789s
25,1,2000,15.292336011s
26,1,2000,15.292493443s
27,1,2000,15.288861476s
28,1,2000,15.290025569s
29,1,2000,15.311902017s
30,1,2000,15.291790347s
31,1,2000,15.29184033s
32,1,2000,15.305595707s
33,1,2000,15.312648638s
34,1,2000,15.292791177s
35,1,2000,15.291684551s
36,1,2000,15.289135926s
37,1,2000,15.287889872s
38,1,2000,15.295198727s
39,1,2000,15.290342815s
40,1,2000,15.292649301s
41,1,2000,15.293151349s
42,1,2000,15.293079557s
43,1,2000,15.292150102s
44,1,2000,15.312772771s
45,1,2000,15.290355233s
46,1,2000,15.291376149s
47,1,2000,15.290186716s
48,1,2000,15.314051063s
49,1,2000,15.296317845s
50,1,2000,15.294577553s
