sample_number,cores,matrix_size,time
1,2,5000,318.773
2,2,5000,316.062
3,2,5000,320.856
4,2,5000,326.942
5,2,5000,320.067
6,2,5000,320.87
7,2,5000,319.5
8,2,5000,322.194
9,2,5000,321.897
10,2,5000,321.072
11,2,5000,316.544
12,2,5000,315.003
13,2,5000,315.642
14,2,5000,318.172
15,2,5000,321.06
16,2,5000,315.699
17,2,5000,313.975
18,2,5000,317.353
19,2,5000,316.477
20,2,5000,315.354
21,2,5000,318.066
22,2,5000,317.631
23,2,5000,314.76
24,2,5000,320.79
25,2,5000,312.654
26,2,5000,319.436
27,2,5000,319.385
28,2,5000,314.819
29,2,5000,317.328
30,2,5000,316.426
31,2,5000,312.68
32,2,5000,314.359
33,2,5000,316.373
34,2,5000,320
35,2,5000,315.105
36,2,5000,315.173
37,2,5000,316.145
38,2,5000,319.119
39,2,5000,314.865
40,2,5000,318.759
41,2,5000,319.021
42,2,5000,313.301
43,2,5000,317.602
44,2,5000,313.855
45,2,5000,319.44
46,2,5000,319.456
47,2,5000,314.289
48,2,5000,314.876
49,2,5000,315.849
50,2,5000,316.473
