sample_number,cores,matrix_size,time
1,4,1000,0.364493
2,4,1000,0.380321
3,4,1000,0.368899
4,4,1000,0.381789
5,4,1000,0.384484
6,4,1000,0.370878
7,4,1000,0.37249
8,4,1000,0.373874
9,4,1000,0.361518
10,4,1000,0.365246
11,4,1000,0.368241
12,4,1000,0.37681
13,4,1000,0.372625
14,4,1000,0.372029
15,4,1000,0.371455
16,4,1000,0.370746
17,4,1000,0.385497
18,4,1000,0.380245
19,4,1000,0.403741
20,4,1000,0.379983
21,4,1000,0.363548
22,4,1000,0.380431
23,4,1000,0.373085
24,4,1000,0.359361
25,4,1000,0.367394
26,4,1000,0.365206
27,4,1000,0.362798
28,4,1000,0.366024
29,4,1000,0.379427
30,4,1000,0.362176
31,4,1000,0.365676
32,4,1000,0.372916
33,4,1000,0.358667
34,4,1000,0.366869
35,4,1000,0.360536
36,4,1000,0.397102
37,4,1000,0.366416
38,4,1000,0.378625
39,4,1000,0.370758
40,4,1000,0.368123
41,4,1000,0.386943
42,4,1000,0.370197
43,4,1000,0.364897
44,4,1000,0.375041
45,4,1000,0.369821
46,4,1000,0.364914
47,4,1000,0.36077
48,4,1000,0.381662
49,4,1000,0.363813
50,4,1000,0.36754
