sample_number,cores,matrix_size,time
1,4,3000,33.9391
2,4,3000,38.6323
3,4,3000,40.2754
4,4,3000,33.4681
5,4,3000,38.3345
6,4,3000,40.0644
7,4,3000,32.9698
8,4,3000,38.7628
9,4,3000,39.8014
10,4,3000,33.746
11,4,3000,38.797
12,4,3000,39.4698
13,4,3000,33.7572
14,4,3000,38.3863
15,4,3000,39.5531
16,4,3000,33.99
17,4,3000,38.2894
18,4,3000,40.0957
19,4,3000,52.3309
20,4,3000,39.3649
21,4,3000,39.7703
22,4,3000,33.5295
23,4,3000,38.5431
24,4,3000,40.7076
25,4,3000,40.943
26,4,3000,40.2614
27,4,3000,49.8732
28,4,3000,40.0318
29,4,3000,35.2843
30,4,3000,38.2522
31,4,3000,39.7424
32,4,3000,33.7333
33,4,3000,38.4211
34,4,3000,39.8125
35,4,3000,33.6453
36,4,3000,38.5344
37,4,3000,39.9552
38,4,3000,40.5489
39,4,3000,32.8024
40,4,3000,39.0139
41,4,3000,39.8002
42,4,3000,33.8061
43,4,3000,38.0296
44,4,3000,40.3262
45,4,3000,33.8369
46,4,3000,38.5767
47,4,3000,40.2368
48,4,3000,39.7061
49,4,3000,33.6321
50,4,3000,38.3747
