sample_number,cores,matrix_size,time
1,1,1000,0.319089
2,1,1000,0.316987
3,1,1000,0.326406
4,1,1000,0.330421
5,1,1000,0.344904
6,1,1000,0.326228
7,1,1000,0.312694
8,1,1000,0.320948
9,1,1000,0.313521
10,1,1000,0.315417
11,1,1000,0.315882
12,1,1000,0.312385
13,1,1000,0.315766
14,1,1000,0.314523
15,1,1000,0.307502
16,1,1000,0.320931
17,1,1000,0.314119
18,1,1000,0.311624
19,1,1000,0.307677
20,1,1000,0.32098
21,1,1000,0.32151
22,1,1000,0.318809
23,1,1000,0.316146
24,1,1000,0.320786
25,1,1000,0.32413
26,1,1000,0.352594
27,1,1000,0.342768
28,1,1000,0.324787
29,1,1000,0.317639
30,1,1000,0.319548
31,1,1000,0.312925
32,1,1000,0.316027
33,1,1000,0.3483
34,1,1000,0.326181
35,1,1000,0.323366
36,1,1000,0.31155
37,1,1000,0.317107
38,1,1000,0.314762
39,1,1000,0.313628
40,1,1000,0.319928
41,1,1000,0.310493
42,1,1000,0.317281
43,1,1000,0.350841
44,1,1000,0.336391
45,1,1000,0.331855
46,1,1000,0.321354
47,1,1000,0.32123
48,1,1000,0.339935
49,1,1000,0.345145
50,1,1000,0.334348
