sample_number,cores,matrix_size,time
1,1,4000,22.5269
2,1,4000,22.8514
3,1,4000,22.5732
4,1,4000,22.5753
5,1,4000,22.597
6,1,4000,22.5798
7,1,4000,22.6002
8,1,4000,22.5764
9,1,4000,22.592
10,1,4000,22.5627
11,1,4000,22.5527
12,1,4000,22.608
13,1,4000,22.6138
14,1,4000,22.5725
15,1,4000,22.4346
16,1,4000,22.5565
17,1,4000,22.5579
18,1,4000,22.5681
19,1,4000,22.6149
20,1,4000,22.5527
21,1,4000,22.6051
22,1,4000,22.5476
23,1,4000,22.5629
24,1,4000,22.563
25,1,4000,24.3452
26,1,4000,22.6983
27,1,4000,22.4901
28,1,4000,22.8124
29,1,4000,22.6542
30,1,4000,22.5339
31,1,4000,22.6427
32,1,4000,22.5792
33,1,4000,22.6138
34,1,4000,22.5458
35,1,4000,22.5704
36,1,4000,22.739
37,1,4000,22.6221
38,1,4000,22.5516
39,1,4000,22.612
40,1,4000,22.6152
41,1,4000,22.5964
42,1,4000,22.6137
43,1,4000,22.613
44,1,4000,22.5685
45,1,4000,22.575
46,1,4000,22.634
47,1,4000,22.5677
48,1,4000,22.5686
49,1,4000,22.5535
50,1,4000,22.5586
