sample_number,cores,matrix_size,time
1,2,100,0.000317933
2,2,100,0.000301961
3,2,100,0.000362745
4,2,100,0.000244825
5,2,100,0.000297328
6,2,100,0.000410577
7,2,100,0.000382763
8,2,100,0.000323577
9,2,100,0.00067147
10,2,100,0.000474755
11,2,100,0.000244267
12,2,100,0.00027594
13,2,100,0.000317375
14,2,100,0.000288162
15,2,100,0.000430945
16,2,100,0.00286573
17,2,100,0.000415368
18,2,100,0.000307572
19,2,100,0.000310368
20,2,100,0.000238391
21,2,100,0.000316899
22,2,100,0.000346829
23,2,100,0.000344466
24,2,100,0.000291414
25,2,100,0.0002605
26,2,100,0.00030654
27,2,100,0.000242678
28,2,100,0.000351399
29,2,100,0.000506042
30,2,100,0.000445722
31,2,100,0.000327256
32,2,100,0.000379917
33,2,100,0.000411082
34,2,100,0.000426753
35,2,100,0.000414915
36,2,100,0.000450139
37,2,100,0.000378389
38,2,100,0.000505234
39,2,100,0.000403084
40,2,100,0.000488974
41,2,100,0.000419546
42,2,100,0.000576994
43,2,100,0.000422493
44,2,100,0.000432424
45,2,100,0.00059311
46,2,100,0.000539055
47,2,100,0.000520863
48,2,100,0.000465629
49,2,100,0.000399553
50,2,100,0.00046345
