sample_number,cores,matrix_size,time
1,1,3000,9.42173
2,1,3000,9.39266
3,1,3000,9.43842
4,1,3000,9.57899
5,1,3000,9.41828
6,1,3000,9.43279
7,1,3000,9.42959
8,1,3000,9.54498
9,1,3000,9.57047
10,1,3000,9.41517
11,1,3000,9.42055
12,1,3000,9.42895
13,1,3000,9.60304
14,1,3000,9.46746
15,1,3000,9.413
16,1,3000,9.43283
17,1,3000,9.41194
18,1,3000,9.44075
19,1,3000,9.46205
20,1,3000,9.58508
21,1,3000,9.42601
22,1,3000,9.43916
23,1,3000,9.56157
24,1,3000,9.40017
25,1,3000,9.57978
26,1,3000,9.40574
27,1,3000,9.57708
28,1,3000,9.41775
29,1,3000,9.55992
30,1,3000,9.43049
31,1,3000,9.43973
32,1,3000,9.41058
33,1,3000,9.4192
34,1,3000,9.56694
35,1,3000,9.40558
36,1,3000,9.43756
37,1,3000,9.43237
38,1,3000,9.44375
39,1,3000,9.45096
40,1,3000,9.44731
41,1,3000,9.39914
42,1,3000,9.41815
43,1,3000,9.43866
44,1,3000,9.43865
45,1,3000,9.4362
46,1,3000,9.56585
47,1,3000,9.425
48,1,3000,9.44651
49,1,3000,9.43362
50,1,3000,9.59815
