sample_number,cores,matrix_size,time
1,1,2000,2.93712
2,1,2000,3.06015
3,1,2000,2.75559
4,1,2000,2.77695
5,1,2000,2.73876
6,1,2000,2.78095
7,1,2000,2.70337
8,1,2000,2.73568
9,1,2000,2.72136
10,1,2000,2.73295
11,1,2000,2.79391
12,1,2000,2.93422
13,1,2000,2.7821
14,1,2000,2.77705
15,1,2000,2.7515
16,1,2000,2.89306
17,1,2000,2.82524
18,1,2000,2.71619
19,1,2000,2.74527
20,1,2000,2.76184
21,1,2000,2.7407
22,1,2000,2.71
23,1,2000,2.78687
24,1,2000,2.77649
25,1,2000,2.73003
26,1,2000,2.7611
27,1,2000,2.71638
28,1,2000,2.76337
29,1,2000,2.73634
30,1,2000,2.79674
31,1,2000,2.70433
32,1,2000,2.74918
33,1,2000,2.8015
34,1,2000,2.75027
35,1,2000,2.76744
36,1,2000,2.73273
37,1,2000,2.76071
38,1,2000,2.76494
39,1,2000,2.72644
40,1,2000,2.75992
41,1,2000,2.74314
42,1,2000,2.72989
43,1,2000,2.77065
44,1,2000,2.85337
45,1,2000,2.79773
46,1,2000,2.78582
47,1,2000,2.79693
48,1,2000,3.05881
49,1,2000,2.73331
50,1,2000,2.70512
