sample_number,cores,matrix_size,time
1,4,2000,18.80044742s
2,4,2000,18.578829343s
3,4,2000,19.133010265s
4,4,2000,18.919574992s
5,4,2000,18.895981691s
6,4,2000,19.018607146s
7,4,2000,18.612094397s
8,4,2000,18.559966384s
9,4,2000,18.692971442s
10,4,2000,18.54042289s
11,4,2000,18.940451352s
12,4,2000,18.66185525s
13,4,2000,19.515833589s
14,4,2000,18.956066276s
15,4,2000,18.566848231s
16,4,2000,19.005796507s
17,4,2000,18.53855473s
18,4,2000,18.482464613s
19,4,2000,18.69918436s
20,4,2000,18.661744601s
21,4,2000,18.805740581s
22,4,2000,19.280380458s
23,4,2000,18.492344593s
24,4,2000,18.979306443s
25,4,2000,19.194430671s
26,4,2000,19.106724862s
27,4,2000,18.801865776s
28,4,2000,18.662486232s
29,4,2000,19.307289944s
30,4,2000,18.87670463s
31,4,2000,18.897733625s
32,4,2000,19.246981273s
33,4,2000,19.774080908s
34,4,2000,19.381325532s
35,4,2000,18.627325654s
36,4,2000,18.626296394s
37,4,2000,19.310380995s
38,4,2000,18.667271755s
39,4,2000,18.716823669s
40,4,2000,19.525919768s
41,4,2000,18.843734486s
42,4,2000,18.567697479s
43,4,2000,18.711654764s
44,4,2000,18.911830549s
45,4,2000,18.831332022s
46,4,2000,19.075229502s
47,4,2000,18.869865556s
48,4,2000,18.680569202s
49,4,2000,19.10991068s
50,4,2000,18.673452194s
