sample_number,cores,matrix_size,time
1,4,1000,2.006336794s
2,4,1000,1.958002771s
3,4,1000,1.951051167s
4,4,1000,1.95878397s
5,4,1000,1.971379576s
6,4,1000,1.95988127s
7,4,1000,1.992395585s
8,4,1000,2.000983689s
9,4,1000,1.96326447s
10,4,1000,1.977645276s
11,4,1000,2.001931588s
12,4,1000,1.963952768s
13,4,1000,1.932479953s
14,4,1000,1.953691462s
15,4,1000,1.966820268s
16,4,1000,1.93035155s
17,4,1000,1.962562766s
18,4,1000,1.91221464s
19,4,1000,1.945979556s
20,4,1000,1.947646857s
21,4,1000,1.966887766s
22,4,1000,1.959266762s
23,4,1000,1.896769831s
24,4,1000,1.971979467s
25,4,1000,1.950855057s
26,4,1000,1.995961078s
27,4,1000,1.948001054s
28,4,1000,1.902306032s
29,4,1000,1.950576255s
30,4,1000,1.983803371s
31,4,1000,1.928007743s
32,4,1000,1.955982756s
33,4,1000,1.907420932s
34,4,1000,1.959615257s
35,4,1000,1.958654956s
36,4,1000,1.970739761s
37,4,1000,1.943219447s
38,4,1000,1.90781093s
39,4,1000,1.97156606s
40,4,1000,1.946660148s
41,4,1000,1.955532952s
42,4,1000,1.955143652s
43,4,1000,1.862996206s
44,4,1000,1.945863446s
45,4,1000,1.940333843s
46,4,1000,1.939639542s
47,4,1000,1.978686461s
48,4,1000,1.885191515s
49,4,1000,1.961358552s
50,4,1000,1.93872054s
