sample_number,cores,matrix_size,time
1,1,4000,22m36.714905531s
2,1,4000,22m31.088910657s
3,1,4000,22m40.611556538s
4,1,4000,22m35.930092846s
5,1,4000,22m46.278760777s
6,1,4000,22m45.277952995s
7,1,4000,22m36.362304481s
8,1,4000,22m36.923018453s
9,1,4000,22m30.091139468s
10,1,4000,22m28.534464805s
11,1,4000,22m29.148239451s
12,1,4000,22m23.766394554s
13,1,4000,22m31.581244468s
14,1,4000,22m30.809421565s
15,1,4000,22m38.761267911s
16,1,4000,22m27.747736953s
17,1,4000,22m32.873087323s
18,1,4000,22m36.775740597s
19,1,4000,22m29.778588537s
20,1,4000,22m26.538673638s
21,1,4000,22m39.819785839s
22,1,4000,22m46.881246574s
23,1,4000,22m33.069363284s
24,1,4000,22m42.053358029s
25,1,4000,22m46.810106156s
26,1,4000,22m49.670906503s
27,1,4000,22m38.43544138s
28,1,4000,22m42.120786121s
29,1,4000,22m46.48044497s
30,1,4000,22m49.070559859s
31,1,4000,22m48.902388891s
32,1,4000,22m41.992481195s
33,1,4000,22m42.834526445s
34,1,4000,22m50.314178821s
35,1,4000,22m43.650978288s
36,1,4000,22m44.302697351s
37,1,4000,22m56.213547565s
38,1,4000,22m49.876481867s
39,1,4000,22m59.702252596s
40,1,4000,22m52.056001176s
41,1,4000,22m50.112908772s
42,1,4000,22m42.664724097s
43,1,4000,22m54.445402123s
44,1,4000,22m59.277453351s
45,1,4000,22m47.885743077s
46,1,4000,22m53.53119697s
47,1,4000,22m51.518666868s
48,1,4000,22m57.748919346s
49,1,4000,22m50.041848223s
50,1,4000,22m51.45475816s
